All	HP:0000001
Tessier number 4 facial cleft	HP:0031576
Tessier number 5 facial cleft	HP:0031577
Tessier number 6 facial cleft	HP:0031578
Tessier number 7 facial cleft	HP:0031579
Tessier number 8 facial cleft	HP:0031580
Tessier number 9 facial cleft	HP:0031581
Tessier number 10 facial cleft	HP:0031582
Tessier number 11 facial cleft	HP:0031583
Tessier number 12 facial cleft	HP:0031584
Tessier number 13 facial cleft	HP:0031585
Tessier number 14 facial cleft	HP:0031586
Tessier number 30 facial cleft	HP:0031587
Unhappy demeanor	HP:0031588
Suicidal ideation	HP:0031589
Asthenopia	HP:0031590
Eye strain	HP:0031590
Enlarged Eustachian valve	HP:0031591
Giant Eustachian valve	HP:0031591
Enlarged inferior vena cava valve	HP:0031591
Situs inversus with levocardia	HP:0031592
Abnormal PR interval	HP:0031593
PR segment depression	HP:0031594
PR interval depression	HP:0031594
PTa depression	HP:0031594
Abnormal P wave	HP:0031595
Abnormal PR segment	HP:0031596
PR segment elevation	HP:0031597
PTa elevation	HP:0031597
PR interval elevation	HP:0031597
Notched P wave	HP:0031598
P mitrale	HP:0031599
P wave inversion	HP:0031600
P pulmonale	HP:0031601
Abnormal mucociliary clearance	HP:0031602
Abnormal mucociliary transport	HP:0031602
Impaired nasal mucociliary clearance	HP:0031603
Abnormal saccharine test	HP:0031603
Agenesis of the carotid canal	HP:0031604
Bony carotid canal agenesis	HP:0031604
Abnormality of fundus pigmentation	HP:0031605
Retinal cotton wool spot	HP:0031606
Pelvic organ prolapse	HP:0031607
Geographic atrophy	HP:0031609
Recurrent should dislocation	HP:0031610
Multiple shoulder dislocation	HP:0031610
Sub-inner limiting membrane hemorrhage	HP:0031611
Sub-ILM hemorrhage	HP:0031611
Sub-inner limiting membrane haemorrhage	HP:0031611
Sub-ILM haemorrhage	HP:0031611
Inferior chorioretinal coloboma	HP:0031613
Inferior retinal coloboma	HP:0031614
Hypopyon	HP:0031615
Anterior chamber flare	HP:0031616
Anterior chamber flare grade 1+	HP:0031618
Anterior chamber flare grade 2+	HP:0031619
Anterior chamber flare grade 3+	HP:0031620
Anterior chamber flare grade 4+	HP:0031621
Brown anomaly	HP:0031622
Brown syndrome	HP:0031622
Brow ptosis	HP:0031623
Drooping brow	HP:0031623
Moderate myopia	HP:0031624
Pseudoaneurysm	HP:0031625
A contained rupture of an artery with a disruption in all 3 layers of the arterial wall.	HP:0031625
Coronary ostial atresia	HP:0031626
Atresia of coronary ostium	HP:0031626
Globus pallidus calcification	HP:0031627
Aborted sudden cardiac death	HP:0031628
Impaired tandem gait	HP:0031629
Clumsy tandem walking	HP:0031629
Abnormal subpleural morphology	HP:0031630
Subpleural honeycombing	HP:0031631
Anomalous origin of the right subclavian artery from the descending aorta	HP:0031632
Isolation of the left subclavian artery	HP:0031633
Anomalous origin of the left common carotid artery from the main pulmonary artery	HP:0031634
Anomalous origin of the left common carotid artery from the brachiocephalic artery	HP:0031635
Anomalous origin of the left common carotid artery from the brachiocephalic trunk	HP:0031635
Anomalous origin of the right common carotid artery from the aorta	HP:0031636
Right coronary artery ostial atresia	HP:0031637
Anomalous origin of the left anterior descending artery from the pulmonary artery	HP:0031638
Absent left main coronary artery	HP:0031639
Absent LMCA	HP:0031639
Abnormal radial artery morphology	HP:0031640
Fusiform ascending tubular aorta aneurysm	HP:0031643
Fusiform abdominal aortic aneurysm	HP:0031644
Saccular abdominal aortic aneurysm	HP:0031645
Fusiform aortic arch aneurysm	HP:0031646
Saccular aortic arch aneurysm	HP:0031647
Penetrating aortic ulcer	HP:0031648
Aortic rupture	HP:0031649
Abnormal atrioventricular valve physiology	HP:0031650
Abnormal tricuspid valve physiology	HP:0031651
Abnormal aortic valve physiology	HP:0031652
Abnormal heart valve physiology	HP:0031653
Abnormal pulmonary valve physiology	HP:0031654
Quadricuspid aortic valve	HP:0031655
Sytolic anterior motion of the mitral valve	HP:0031656
Abnormal heart sound	HP:0031657
Third heart sound	HP:0031658
Fourth heart sound	HP:0031659
Loud first heart sound	HP:0031660
Abnormal second heart sound	HP:0031661
Fixed splitting of the second heart sound	HP:0031662
Fixed splitting of S2	HP:0031662
Paradoxical splitting of the second heart sound	HP:0031663
Paradoxical splitting of S2	HP:0031663
Reversed splitting of the second heart sound	HP:0031663
Reversed splitting of S2	HP:0031663
Systolic heart murmur	HP:0031664
Midsystolic murmur	HP:0031665
Late sytolic murmur	HP:0031666
Holosystolic murmur	HP:0031667
Diastolic heart murmur	HP:0031668
Middiastolic murmur	HP:0031669
Continuous heart murmur	HP:0031670
Typical atrial flutter	HP:0031671
Reverse typical atrial flutter	HP:0031672
Orthodromic atrioventricular reentrant tachycardia	HP:0031673
Orthodromic AVRT	HP:0031673
Antidromic atrioventricular reentrant tachycardia	HP:0031674
Antidromic AVRT	HP:0031674
Fascicular left ventricular tachycardia	HP:0031675
Monomorphic ventricular tachycardia	HP:0031676
Polymorphic ventricular tachycardia	HP:0031677
Atherosclerotic lesion	HP:0031678
Type I atherosclerotic lesion	HP:0031679
Type II atherosclerotic lesion	HP:0031680
Type III atherosclerotic lesion	HP:0031681
Type V atherosclerotic lesion	HP:0031682
Type VI atherosclerotic lesion	HP:0031683
Renal artery atherosclerosis	HP:0031684
Abnormal stool composition	HP:0031685
Abnormal faeces composition	HP:0031685
Abnormal feces composition	HP:0031685
Increased stool alpha1-antitrypsin concentration	HP:0031686
Abnormally loud pulmonic component of the second heart sound	HP:0031687
Accentuation of the pulmonic component of the second heart sound	HP:0031687
Erythroid dysplasia	HP:0031688
Megakaryocyte dysplasia	HP:0031689
Dysmegakaryopoiesis	HP:0031689
Opportunistic infection	HP:0031690
Severe viral infection	HP:0031691
Severe cytomegalovirus infection	HP:0031692
Severe Epstein Barr virus infection	HP:0031693
Severe adenovirus infection	HP:0031694
Severe parainfluenza infection	HP:0031695
Disseminated viral infection	HP:0031696
Disseminated infection with live vaccine virus	HP:0031697
Disseminated Bacillus Calmette-Guerin infection	HP:0031698
Disseminated cryptosporidium infection	HP:0031699
Invasive parasitic infection	HP:0031700
Anterior chamber inflammatory cells	HP:0031701
Anterior chamber red blood cells	HP:0031702
Abnormal ear morphology	HP:0031703
Abnormal ear physiology	HP:0031704
Compensatory head posture	HP:0031705
Compensatory chin depression	HP:0031706
Compensatory face turn to the right	HP:0031707
Compensatory face turn to the left	HP:0031708
Compensatory head tilt to the right shoulder	HP:0031709
Compensatory head tilt to the left shoulder	HP:0031710
Asymmetric abdominal aortic aneurysm	HP:0031711
Constant exotropia	HP:0031713
Distance exotropia	HP:0031714
Near exotropia	HP:0031715
Cyclic exotropia	HP:0031716
Alternating exotropia	HP:0031717
Alternating strabismus	HP:0031717
Consecutive exotropia	HP:0031718
True distance exotropia	HP:0031719
Simulated distance exotropia	HP:0031720
Sensory exotropia	HP:0031721
A type of divergent strabismus (exotropia) that develops in a poorly seeing eye.	HP:0031721
Secondary exotropia	HP:0031721
Near esotropia	HP:0031722
Non-accomodative convergence excess esotropia	HP:0031722
Secondary esotropia	HP:0031723
Sensory esotropia	HP:0031723
Microtropia	HP:0031724
Hypophoria	HP:0031725
Incyclotropia	HP:0031726
Excyclotropia	HP:0031727
Mild hypermetropia	HP:0031728
Mild hyperopia	HP:0031728
Moderate hypermetropia	HP:0031729
Moderate hyperopia	HP:0031729
Axial myopia	HP:0031730
Increased tear production	HP:0031731
Increased basal tear production	HP:0031732
Reflex tearing	HP:0031733
Lacrimal pump failure	HP:0031734
Involutional entropion	HP:0031736
Cicatricial entropion	HP:0031737
Mechanical entropion	HP:0031738
Abnormal oblique muscle physiology	HP:0031739
Abnormal horizontal rectus muscle physiology	HP:0031740
Inferior oblique muscle underaction	HP:0031741
Inferior rectus muscle underaction	HP:0031742
Inferior rectus muscle overaction	HP:0031743
Superior rectus muscle weakness	HP:0031744
Superior rectus muscle overaction	HP:0031745
Superior rectus muscle rescriction	HP:0031746
Superior rectus muscle underaction	HP:0031747
Abnormal vertical rectus muscle physiology	HP:0031748
Abnormal lateral rectus muscle physiology	HP:0031749
Lateral rectus muscle weakness	HP:0031750
Lateral rectus muscle underaction	HP:0031751
Lateral rectus muscle overaction	HP:0031752
Medial rectus muscle weakness	HP:0031753
Medial rectus muscle overaction	HP:0031754
Abnormal rectus muscle physiology	HP:0031755
Medial rectus muscle underaction	HP:0031756
Medial rectus muscle restriction	HP:0031757
Lateral rectus muscle restriction	HP:0031758
Basic (constant) esotropia	HP:0031759
Non-accomodative esotropia	HP:0031760
Infantile (constant) esotropia	HP:0031761
Distance esotropia	HP:0031762
Cyclic esotropia	HP:0031763
Fully accomodative esotropia	HP:0031764
Partially accomodative esotropia	HP:0031765
Constant esotropia with an accommodative element	HP:0031765
Constant esotropia with an accommodative component	HP:0031765
Convergence excess esotropia	HP:0031766
Consecutive esotropia	HP:0031767
Parafoveal fixation	HP:0031768
Peripheral fixation	HP:0031769
Epicanthus palpebralis	HP:0031770
Epicanthus tarsalis	HP:0031771
Abnormal posterior circulating artery morphology	HP:0031772
Posterior communicating artery aneurysm	HP:0031773
Posterior communicating artery infundibulum	HP:0031774
Neurogenic strabismus	HP:0031775
Paralytic strabismus	HP:0031775
Cyclotropia	HP:0031776
Cyclophoria	HP:0031777
Incyclophoria	HP:0031778
Excyclophoria	HP:0031779
Eosinophilic ascites	HP:0031780
Microtropia with identity	HP:0031781
Microtropia without identity	HP:0031782
Absent coronary sinus	HP:0031783
Abnormal ascending aorta morphology	HP:0031784
Abnormal eyelid movement	HP:0031785
Cogan lid twitch	HP:0031786
Eyelid twitch	HP:0031786
Lid twitch	HP:0031786
Cogan eyelid twitch	HP:0031786
Oblique astigmatism	HP:0031787
With the rule astigmatism	HP:0031788
Against the rule astigmatism	HP:0031789
Mixed astigmatism	HP:0031790
Lenticular astigmatism	HP:0031791
Irregular astigmatism	HP:0031792
Increased serum leptin	HP:0031793
Elevated circulating leptin level	HP:0031793
Decreased circulating glycerol level	HP:0031794
Abnormal circulating glycerol level	HP:0031795
Recurrent	HP:0031796
Intermittent	HP:0031796
Clinical course	HP:0031797
Natural history of disease	HP:0031797
Elevated apolipoprotein B level	HP:0031798
Elevated ApoB level	HP:0031798
Decreased apolipoprotein AI level	HP:0031799
Decreased apoA-I level	HP:0031799
Decreased apo-AI level	HP:0031799
Elevated apolipoprotein A-II level	HP:0031800
Elevated apoA-II level	HP:0031800
Elevated Apo-AII level	HP:0031800
Elevated APOAII level	HP:0031800
Vocal cord dysfunction	HP:0031801
Fundus hemorrhage	HP:0031803
Premacular hemorrhage	HP:0031804
Intraretinal hemorrhage	HP:0031805
Abnormality of corneal shape	HP:0040004
Mortality/Aging	HP:0040006
Absent pigmentation of chest	HP:0040007
Lack of skin coloring on chest	HP:0040007
Aplasia of facial bones	HP:0040008
Agenesis of facial bones	HP:0040008
Failure of development of facial bones	HP:0040008
Failure of development of facial skeleton	HP:0040008
Aplasia of facial skeleton	HP:0040008
Absence of facial bones	HP:0040008
Missing facial bones	HP:0040008
Hyperparakeratosis	HP:0040009
Small posterior fossa	HP:0040010
Flat posterior fossa	HP:0040011
Chromosome breakage	HP:0040012
High frequency of chromosome breaks in lymphocytes	HP:0040012
Increased chromosomal breakage	HP:0040012
Tendency to chromosomal breakage	HP:0040012
Increased chromosomal breakage rate	HP:0040012
Multiple chromosomal breaks	HP:0040012
Decreased mitochondrial number	HP:0040013
Increased mitochondrial number	HP:0040014
Increased activity of mitochondrial respiratory chain	HP:0040015
Prominent coccyx	HP:0040016
Prominent tailbone	HP:0040016
Protruding coccyx	HP:0040017
Protruding tailbone	HP:0040017
Clinodactyly of hallux	HP:0040018
Curvature of big toe	HP:0040018
Finger clinodactyly	HP:0040019
Curvature of finger	HP:0040019
Radial deviation of the 5th finger	HP:0040020
Radial deviation of the thumb	HP:0040021
Clinodactyly of the 2nd finger	HP:0040022
Curvature of index finger	HP:0040022
Clinodactyly of the thumb	HP:0040023
Curvature of thumb	HP:0040023
Clinodactyly of the 3rd finger	HP:0040024
Curvature of middle finger	HP:0040024
Clinodactyly of the 4th finger	HP:0040025
Curvature of ring finger	HP:0040025
Chorioretinal hypopigmentation	HP:0040030
Chorioretinal hyperpigmentation	HP:0040031
Hypoplasia of the upper eyelids	HP:0040032
Decreased size of upper eyelid	HP:0040032
Hypotrophic upper eyelid	HP:0040032
Short upper eyelid	HP:0040032
Small upper eyelid	HP:0040032
Underdevelopment of upper eyelid	HP:0040032
Aplasia/Hypoplasia of the fifth metatarsal bone	HP:0040033
Absent/underdeveloped 5th long bone of foot	HP:0040033
Absent/small 5th long bone of foot	HP:0040033
Abnormality of the second metatarsal bone	HP:0040034
Abnormality of the 2nd long bone of foot	HP:0040034
Abnormality of the fourth metatarsal bone	HP:0040035
Abnormality of the 4th long bone of foot	HP:0040035
Onychogryposis of fingernail	HP:0040036
Overgrowth and curving of fingernail	HP:0040036
obsolete Thin fingernail (obsolete)	HP:0040037
obsolete Thin toenail	HP:0040038
Onycholysis of fingernails	HP:0040039
Detachment of fingernails	HP:0040039
Onycholysis of fingernail	HP:0040039
Onycholysis of toenails	HP:0040040
Detachment of toenails	HP:0040040
Aplasia of the eccrine sweat glands	HP:0040042
Absent eccrine sweat glands	HP:0040042
Hypoplasia of the eccrine sweat glands	HP:0040043
Underdeveloped major sweat glands	HP:0040043
Hypoplasia of the diaphragm	HP:0040044
Underdeveloped diaphragm	HP:0040044
Abnormality of the hemidiaphragms	HP:0040045
Abnormality of the left hemidiaphragm	HP:0040046
Abnormality of the right hemidiaphragm	HP:0040047
Aplasia of the left hemidiaphragm	HP:0040048
Macular edema	HP:0040049
Macular oedema	HP:0040049
Sparse upper eyelashes	HP:0040050
Sparse upper eyelashes	HP:0040050
Hypotrichosis of upper eyelashes	HP:0040050
Partial absence of upper eyelashes	HP:0040050
Abnormality of upper eyelashes	HP:0040051
Abnormality of upper eyelashes	HP:0040051
Abnormality of lower eyelashes	HP:0040052
Abnormality of lower eyelashes	HP:0040052
Long lower eyelashes	HP:0040053
Increased length of lower eyelashes	HP:0040053
Ciliary trichomegaly of lower eyelashes	HP:0040053
Long lower eyelashes	HP:0040053
Short upper eyelashes	HP:0040054
Decreased length of upper eyelashes	HP:0040054
Short upper eyelashes	HP:0040054
Short lower eyelashes	HP:0040055
Decreased length of lower eyelashes	HP:0040055
Short lower eyelashes	HP:0040055
Absent upper eyelashes	HP:0040056
Atrichia of upper eyelashes	HP:0040056
Aplasia of upper eyelashes	HP:0040056
Agenesis of upper eyelashes	HP:0040056
Failure of development of upper eyelashes	HP:0040056
Absent upper eyelashes	HP:0040056
Abnormality of nasal hair	HP:0040057
Abnormality of nose hair	HP:0040057
Abnormality of nasal hair	HP:0040057
Calcification of ribs	HP:0040059
Osteosclerosis of the radius	HP:0040061
Slender radius	HP:0040062
Decreased adipose tissue	HP:0040063
Decreased fat tissue	HP:0040063
Abnormality of limbs	HP:0040064
Dysmelia	HP:0040064
Abnormality of limbs	HP:0040064
Abnormal limbs	HP:0040064
Abnormal morphology of bones of the upper limbs	HP:0040065
Abnormal shape of bones of the upper limbs	HP:0040065
Abnormal morphology of bones of the lower limbs	HP:0040066
Abnormal shape of bones of the lower limbs	HP:0040066
Abnormality of limb bone	HP:0040068
Abnormality of limb bone	HP:0040068
Abnormality of lower limb bone	HP:0040069
Abnormality of lower limb bone	HP:0040069
Abnormality of upper limb bone	HP:0040070
Abnormality of upper limb bone	HP:0040070
Abnormal morphology of ulna	HP:0040071
Abnormality of forearm bone	HP:0040072
Abnormality of forearm bone	HP:0040072
Abnormal forearm bone morphology	HP:0040073
Abnormal shape of of forearm bone	HP:0040073
Hypopituitarism	HP:0040075
Abnormal concentration of calcium in blood	HP:0040077
Abnormal blood calcium levels	HP:0040077
Axonal degeneration	HP:0040078
Irregular dentition	HP:0040079
Irregular teeth	HP:0040079
Anteverted ears	HP:0040080
Abnormal levels of creatine kinase in blood	HP:0040081
Abnormal levels of creatine kinase in blood	HP:0040081
Happy demeanor	HP:0040082
